Reaction_ID,Reaction_Equation,Subsystem
NNDPR,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,Cofactor and Vitamin Biosynthesis
NO2t2rpp,h_p + no2_p <=> h_c + no2_c,Transport Systems
NO2tex,no2_e <=> no2_p,Transport Systems
NO3t2pp,h_p + no3_p --> h_c + no3_c,Transport Systems
NO3abcpp,atp_c + h2o_c + no3_p --> adp_c + h_c + no3_c + pi_c,Transport Systems
NO3tex,no3_e <=> no3_p,Transport Systems
NODOx,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,Nitrogen Metabolism
NODOy,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,Nitrogen Metabolism
NONAtexi,nona_e --> nona_p,Transport Systems
NOtex,no_e <=> no_p,Transport Systems
NOtpp,no_p <=> no_c,Transport Systems
NTD1,dump_c + h2o_c --> duri_c + pi_c,Nucleotide Metabolism
NTD10,h2o_c + xmp_c --> pi_c + xtsn_c,Nucleotide Metabolism
NTD10pp,h2o_p + xmp_p --> pi_p + xtsn_p,Nucleotide Metabolism
NTD11,h2o_c + imp_c --> ins_c + pi_c,Nucleotide Metabolism
NTD11pp,h2o_p + imp_p --> ins_p + pi_p,Nucleotide Metabolism
NTD12,dimp_c + h2o_c --> din_c + pi_c,Nucleotide Metabolism
NTD12pp,dimp_p + h2o_p --> din_p + pi_p,Nucleotide Metabolism
NTD1pp,dump_p + h2o_p --> duri_p + pi_p,Nucleotide Metabolism
NTD2,h2o_c + ump_c --> pi_c + uri_c,Nucleotide Metabolism
NTD2pp,h2o_p + ump_p --> pi_p + uri_p,Nucleotide Metabolism
NTD3,dcmp_c + h2o_c --> dcyt_c + pi_c,Nucleotide Metabolism
NTD3pp,dcmp_p + h2o_p --> dcyt_p + pi_p,Nucleotide Metabolism
NTD4,cmp_c + h2o_c --> cytd_c + pi_c,Nucleotide Metabolism
NTD4pp,cmp_p + h2o_p --> cytd_p + pi_p,Nucleotide Metabolism
NTD5,dtmp_c + h2o_c --> pi_c + thymd_c,Nucleotide Metabolism
NTD5pp,dtmp_p + h2o_p --> pi_p + thymd_p,Nucleotide Metabolism
NTD6,damp_c + h2o_c --> dad_2_c + pi_c,Nucleotide Metabolism
NTD6pp,damp_p + h2o_p --> dad_2_p + pi_p,Nucleotide Metabolism
NTD7,amp_c + h2o_c --> adn_c + pi_c,Nucleotide Metabolism
NTD7pp,amp_p + h2o_p --> adn_p + pi_p,Nucleotide Metabolism
NTD8,dgmp_c + h2o_c --> dgsn_c + pi_c,Nucleotide Metabolism
NTD8pp,dgmp_p + h2o_p --> dgsn_p + pi_p,Nucleotide Metabolism
NTD9,gmp_c + h2o_c --> gsn_c + pi_c,Nucleotide Metabolism
NTD9pp,gmp_p + h2o_p --> gsn_p + pi_p,Nucleotide Metabolism
NTP1,atp_c + h2o_c --> adp_c + h_c + pi_c,Core Cellular Functions
NTP10,h2o_c + itp_c --> h_c + idp_c + pi_c,Nucleotide Metabolism
NTP3,gtp_c + h2o_c --> gdp_c + h_c + pi_c,Nucleotide Metabolism
NTP5,ctp_c + h2o_c --> cdp_c + h_c + pi_c,Nucleotide Metabolism
NTPP1,dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,Nucleotide Metabolism
NTPP10,ditp_c + h2o_c --> dimp_c + h_c + ppi_c,Nucleotide Metabolism
NTPP11,h2o_c + xtp_c --> h_c + ppi_c + xmp_c,Nucleotide Metabolism
NTPP2,gtp_c + h2o_c --> gmp_c + h_c + ppi_c,Nucleotide Metabolism
NTPP3,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c,Nucleotide Metabolism
NTPP4,ctp_c + h2o_c --> cmp_c + h_c + ppi_c,Nucleotide Metabolism
NTPP5,datp_c + h2o_c --> damp_c + h_c + ppi_c,Nucleotide Metabolism
NTPP6,atp_c + h2o_c --> amp_c + h_c + ppi_c,Nucleotide Metabolism
NTPP7,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c,Nucleotide Metabolism
NTPP8,h2o_c + utp_c --> h_c + ppi_c + ump_c,Nucleotide Metabolism
NTPP9,h2o_c + itp_c --> h_c + imp_c + ppi_c,Nucleotide Metabolism
NTPTP1,dgtp_c + h2o_c --> dgsn_c + pppi_c,Nucleotide Metabolism
NTPTP2,gtp_c + h2o_c --> gsn_c + pppi_c,Nucleotide Metabolism
NITR,h_c + nadh_c + no3_c --> h2o_c + nad_c + no2_c,Nitrogen Metabolism
NTRIR2x,5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c,Nitrogen Metabolism
O2tex,o2_e <=> o2_p,Transport Systems
O2tpp,o2_p <=> o2_c,Transport Systems
OAADC,h_c + oaa_c --> co2_c + pyr_c,Central Carbon Metabolism
OAAt2_2pp,2.0 h_p + oaa_p --> 2.0 h_c + oaa_c,Transport Systems
OAAtex,oaa_e <=> oaa_p,Transport Systems
OARGDC,5g2oxpt_c + h_c --> co2_c + gdbtal_c,Amino Acid Metabolism
OARGabcpp,5g2oxpt_p + atp_c + h2o_c --> 5g2oxpt_c + adp_c + h_c + pi_c,Transport Systems
OARGtex,5g2oxpt_e <=> 5g2oxpt_p,Transport Systems
OBDHc,2obut_c + coa_c + nad_c --> co2_c + nadh_c + ppcoa_c,Alternative Carbon Metabolism
OCAALD,oca_c --> oaa_c + pyr_c,Aromatic Compound Degradation
OCBT2i,citr__L_c + h_c + pi_c --> cbp_c + orn_c,Amino Acid Metabolism
OCBT,cbp_c + orn_c --> citr__L_c + h_c + pi_c,Amino Acid Metabolism
OCDCAtexi,ocdca_e --> ocdca_p,Transport Systems
OCDCEAtexi,ocdcea_e --> ocdcea_p,Transport Systems
OCOAT1,acac_c + succoa_c --> aacoa_c + succ_c,Alternative Carbon Metabolism
OCOAT4,dhcrn_c + succoa_c --> dhcrncoa_c + succ_c,Nitrogen Metabolism
OCTAtex,octa_e --> octa_p,Transport Systems
OCTDPS,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,Cofactor and Vitamin Biosynthesis
CTECOAI8,odecoa_c --> od2coa_c,Fatty Acid and Lipid Metabolism
OGMEACPD,hgmeACP_c --> egmeACP_c + h2o_c,Cofactor and Vitamin Biosynthesis
OGMEACPR,h_c + nadph_c + ogmeACP_c --> hgmeACP_c + nadp_c,Cofactor and Vitamin Biosynthesis
OGMEACPS,h_c + malACP_c + malcoame_c --> co2_c + coa_c + ogmeACP_c,Cofactor and Vitamin Biosynthesis
5HPUDICDC_c,5houdic_c + h_c --> alltn_c + co2_c,Nucleotide Metabolism
OHCUDC2,5houdic_c + h_c --> alltn__R_c + co2_c,Nucleotide Metabolism
OHPBAT,glu__L_c + ohpb_c <=> akg_c + phthr_c,Cofactor and Vitamin Biosynthesis
OHPHM,2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c,Cofactor and Vitamin Biosynthesis
OIVD1r,4mop_c + coa_c + nad_c <=> co2_c + ivcoa_c + nadh_c,Amino Acid Metabolism
OIVD2,3mob_c + coa_c + nad_c --> co2_c + ibcoa_c + nadh_c,Amino Acid Metabolism
OIVD3,3mop_c + coa_c + nad_c --> 2mbcoa_c + co2_c + nadh_c,Amino Acid Metabolism
OMAHY,h2o_c + omaenol_c --> oca_c,Aromatic Compound Degradation
OMAIS,omaketo_c <=> omaenol_c,Aromatic Compound Degradation
OMBZLM,2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c,Cofactor and Vitamin Biosynthesis
OMCDC,3c4mop_c + h_c --> 4mop_c + co2_c,Amino Acid Metabolism
OMMBLHX,2ommbl_c + 0.5 o2_c --> 2omhmbl_c,Cofactor and Vitamin Biosynthesis
OMPDC,h_c + orot5p_c --> co2_c + ump_c,Nucleotide Metabolism
OMPHHX,2omph_c + 0.5 o2_c --> 2ombzl_c,Cofactor and Vitamin Biosynthesis
OP4ENH,h2o_c + op4en_c --> 4h2opntn_c,Aromatic Compound Degradation
OP4ENH2,2hchd_c + h2o_c --> 4hoxoh_c,Aromatic Compound Degradation
OP4ENH3,chpd_c + h2o_c --> 4h2oxov_c,Aromatic Compound Degradation
OPAH,5oxpro_c + atp_c + 2.0 h2o_c --> adp_c + glu__L_c + h_c + pi_c,Nitrogen Metabolism
OPHBDC,3ophb_c + h_c --> 2oph_c + co2_c,Cofactor and Vitamin Biosynthesis
OPHHX,2oph_c + 0.5 o2_c --> 2ohph_c,Cofactor and Vitamin Biosynthesis
OPMEACPD,hpmeACP_c --> epmeACP_c + h2o_c,Cofactor and Vitamin Biosynthesis
OPMEACPR,h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c,Cofactor and Vitamin Biosynthesis
OPMEACPS,gmeACP_c + h_c + malACP_c --> ACP_c + co2_c + opmeACP_c,Cofactor and Vitamin Biosynthesis
ORN5O,nadh_c + o2_c + orn_c --> h2o_c + n5horn_c + nad_c,Metal and Inorganic Metabolism
ORNCD,orn_c --> nh4_c + pro__L_c,Amino Acid Metabolism
ORNDC,h_c + orn_c --> co2_c + ptrc_c,Amino Acid Metabolism
ORNabcpp,atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c,Transport Systems
ORNtex,orn_e <=> orn_p,Transport Systems
OROTt2_2pp,2.0 h_p + orot_p --> 2.0 h_c + orot_c,Transport Systems
OROTtex,orot_e <=> orot_p,Transport Systems
ORPT,orot5p_c + ppi_c <=> orot_c + prpp_c,Nucleotide Metabolism
OSKTabcpp,atp_c + h2o_c + unquivo_c --> adp_c + h_c + pi_c + unquivo_p,Cell Envelope and Wall Biosynthesis
OSKTpp,unquivo_c --> unquivo_p,Cell Envelope and Wall Biosynthesis
OXAtpp,h_c + oxa_p <=> h_p + oxa_c,Transport Systems
OXCOAHDH,2oxpaccoa_c + 2.0 h2o_c + nadp_c --> 3oxdhscoa_c + 2.0 h_c + nadph_c,Aromatic Compound Degradation
OXDHCOAT,3oxdhscoa_c + coa_c --> 23dhacoa_c + accoa_c,Aromatic Compound Degradation
OXFOtex,oxa_e <=> oxa_p,Transport Systems
OXOADLR,2oxoadp_c + h_c + lpam_c --> S_gtrdhdlp_c + co2_c,Amino Acid Metabolism
OXOAEL,5odhf2a_c + h2o_c --> 3oxoadp_c + h_c,Aromatic Compound Degradation
OXPTNDH,h2o_c + nad_c + oxptn_c <=> glutar_c + 2.0 h_c + nadh_c,Amino Acid Metabolism
OXYLt5,h_p + o_xyl_c --> h_c + o_xyl_e,Transport Systems
OXYLt6,h_p + o_xyl_p --> h_c + o_xyl_e,Transport Systems
O_XYLtppi,o_xyl_p --> o_xyl_c,Transport Systems
O_Xylt1,o_xyl_e <=> o_xyl_p,Transport Systems
P5CD,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,Amino Acid Metabolism
P5CR,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,Amino Acid Metabolism
PA120abcpp,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c,Transport Systems
PA160abcpp,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c,Transport Systems
PA161abcpp,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_p + pi_c,Transport Systems
PA180abcpp,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c,Transport Systems
PA181abcpp,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c,Transport Systems
PACALDtex,pacald_e <=> pacald_p,Transport Systems
PACALtabcpp,atp_c + h2o_c + pacald_p --> adp_c + h_c + pacald_c + pi_c,Transport Systems
PACCOAE,h_c + nadph_c + o2_c + phaccoa_c --> h2o_c + nadp_c + rephaccoa_c,Aromatic Compound Degradation
PACCOAL,atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c,Aromatic Compound Degradation
PACt3,na1_p + pac_p <=> na1_c + pac_c,Transport Systems
PACtex,pac_e <=> pac_p,Transport Systems
PALDO2,nadh_c + o2_c + pald_c <=> h2o_c + nad_c + phnac_c,Metal and Inorganic Metabolism
PALDP,h2o_c + pald_c --> acald_c + pi_c,Metal and Inorganic Metabolism
PALGSKT,5.0 gdpmanur_c + h2o_c --> 5.0 gdp_c + 5.0 h_p + prealginate__M_p,Cellular Processes and Storage
PANTS,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,Cofactor and Vitamin Biosynthesis
PAPA120,h2o_c + pa120_c --> 12dgr120_c + pi_c,Fatty Acid and Lipid Metabolism
PAPA140,h2o_c + pa140_c --> 12dgr140_c + pi_c,Fatty Acid and Lipid Metabolism
PAPA141,h2o_c + pa141_c --> 12dgr141_c + pi_c,Fatty Acid and Lipid Metabolism
PAPA160,h2o_c + pa160_c --> 12dgr160_c + pi_c,Fatty Acid and Lipid Metabolism
PAPA161,h2o_c + pa161_c --> 12dgr161_c + pi_c,Fatty Acid and Lipid Metabolism
PAPA180,h2o_c + pa180_c --> 12dgr180_c + pi_c,Fatty Acid and Lipid Metabolism
PAPA181,h2o_c + pa181_c --> 12dgr181_c + pi_c,Fatty Acid and Lipid Metabolism
PAPPT3,udcpp_c + ugmda_c --> uagmda_c + ump_c,Cell Envelope and Wall Biosynthesis
PAPSR,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,Metal and Inorganic Metabolism
PAPSR2,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c,Metal and Inorganic Metabolism
PB2abcpp,atp_c + h2o_c + pb2_c --> adp_c + h_c + pb2_p + pi_c,Metal and Inorganic Metabolism
PB2t5,h_p + pb2_c --> h_c + pb2_e,Metal and Inorganic Metabolism
PB2t6,h_p + pb2_p --> h_c + pb2_e,Metal and Inorganic Metabolism
PB2tex,pb2_e <=> pb2_p,Transport Systems
PB2tpp,pb2_p --> pb2_c,Transport Systems
PC,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c,Central Carbon Metabolism
PC11M,amet_c + pre4_c --> ahcys_c + h_c + pre5_c,Cofactor and Vitamin Biosynthesis
PC17M,amet_c + pre3b_c --> ahcys_c + 3.0 h_c + pre4_c,Cofactor and Vitamin Biosynthesis
PC20M,amet_c + dscl_c --> ahcys_c + h_c + pre3a_c,Cofactor and Vitamin Biosynthesis
PC6AR,h_c + nadph_c + pre6a_c --> nadp_c + pre6b_c,Cofactor and Vitamin Biosynthesis
PC6YM,2.0 amet_c + pre6b_c --> 2.0 ahcys_c + co2_c + 2.0 h_c + pre8_c,Cofactor and Vitamin Biosynthesis
PC8XM,h_c + pre8_c --> hgbyr_c,Cofactor and Vitamin Biosynthesis
PCADYOX,34dhbz_c + o2_c --> CCbuttc_c + 2.0 h_c,Aromatic Compound Degradation
PDE1,camp_c + h2o_c --> amp_c + h_c,Nucleotide Metabolism
PDE4,35cgmp_c + h2o_c --> gmp_c + h_c,Nucleotide Metabolism
PDH,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,Central Carbon Metabolism
PDHa,h_c + lpam_c + pyr_c --> adhlam_c + co2_c,Central Carbon Metabolism
PDHbr,adhlam_c + coa_c <=> accoa_c + dhlam_c,Central Carbon Metabolism
PDHcr,dhlam_c + nad_c <=> h_c + lpam_c + nadh_c,Central Carbon Metabolism
PDX5POi,o2_c + pdx5p_c --> h2o2_c + pydx5p_c,Cofactor and Vitamin Biosynthesis
PDX5PS,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,Cofactor and Vitamin Biosynthesis
PE120abcpp,atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c,Transport Systems
PE140abcpp,atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c,Transport Systems
PE141abcpp,atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c,Transport Systems
PE160abcpp,atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c,Transport Systems
PE161abcpp,atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c,Transport Systems
PE180abcpp,atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c,Transport Systems
PE181abcpp,atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c,Transport Systems
PEAL2tabc,atp_c + h2o_c + pea_p --> adp_c + h_c + pea_c + pi_c,Transport Systems
PEALtabc,atp_c + h2o_c + pea_c --> adp_c + h_c + pea_e + pi_c,Transport Systems
PEALtex,pea_e <=> pea_p,Transport Systems
PEAMNO2pp,h2o_p + peamn_p + pqq_p --> nh4_p + pacald_p + pqqh2_p,Aromatic Compound Degradation
PEAMNtex,peamn_e <=> peamn_p,Transport Systems
PEAOpp,pea_p + pqq_p --> pacald_p + pqqh2_p,Aromatic Compound Degradation
PEAtabcpp,atp_c + h2o_c + peamn_p --> adp_c + h_c + peamn_c + pi_c,Transport Systems
PENTSOtex,pentso3_e <=> pentso3_p,Transport Systems
PERD,4per_c + nad_c <=> h_c + nadh_c + ohpb_c,Cofactor and Vitamin Biosynthesis
PETNT161_kt,hpphlipa_kt_c + pe161_c --> 12dgr161_c + hethapphlipa_c,Cell Envelope and Wall Biosynthesis
PETNT181_kt,hpphlipa_kt_c + pe181_c --> 12dgr181_c + hethapphlipa_c,Cell Envelope and Wall Biosynthesis
PG120abcpp,atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c,Transport Systems
PG140abcpp,atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c,Transport Systems
PG141abcpp,atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c,Transport Systems
PG160abcpp,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c,Transport Systems
PG161abcpp,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c,Transport Systems
PG180abcpp,atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c,Transport Systems
PG181abcpp,atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c,Transport Systems
PGAMT,gam1p_c <=> gam6p_c,Cell Envelope and Wall Biosynthesis
PGCD,3pg_c + nad_c --> 3php_c + h_c + nadh_c,Amino Acid Metabolism
PGI,g6p_c <=> f6p_c,Central Carbon Metabolism
PGK,3pg_c + atp_c <=> 13dpg_c + adp_c,Central Carbon Metabolism
PGL,6pgl_c + h2o_c --> 6pgc_c + h_c,Central Carbon Metabolism
PGLCNDH,6p2dhglcn_c + nadph_c <=> 6pgc_c + 2.0 h_c + nadp_c,Central Carbon Metabolism
PGLYCP,2pglyc_c + h2o_c --> glyclt_c + pi_c,Central Carbon Metabolism
PGM,2pg_c <=> 3pg_c,Central Carbon Metabolism
PGMT,g1p_c <=> g6p_c,Alternative Carbon Metabolism
PGP120abcpp,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c,Transport Systems
PGP140abcpp,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c,Transport Systems
PGP141abcpp,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c,Transport Systems
PGP160abcpp,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c,Transport Systems
PGP161abcpp,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c,Transport Systems
PGP180abcpp,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_p + pi_c,Transport Systems
PGP181abcpp,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c,Transport Systems
PGPP120,h2o_c + pgp120_c --> pg120_c + pi_c,Fatty Acid and Lipid Metabolism
PGPP120pp,h2o_p + pgp120_p --> pg120_p + pi_p,Fatty Acid and Lipid Metabolism
PGPP140,h2o_c + pgp140_c --> pg140_c + pi_c,Fatty Acid and Lipid Metabolism
PGPP140pp,h2o_p + pgp140_p --> pg140_p + pi_p,Fatty Acid and Lipid Metabolism
PGPP141,h2o_c + pgp141_c --> pg141_c + pi_c,Fatty Acid and Lipid Metabolism
PGPP141pp,h2o_p + pgp141_p --> pg141_p + pi_p,Fatty Acid and Lipid Metabolism
PGPP160,h2o_c + pgp160_c --> pg160_c + pi_c,Fatty Acid and Lipid Metabolism
PGPP160pp,h2o_p + pgp160_p --> pg160_p + pi_p,Fatty Acid and Lipid Metabolism
PGPP161,h2o_c + pgp161_c --> pg161_c + pi_c,Fatty Acid and Lipid Metabolism
PGPP161pp,h2o_p + pgp161_p --> pg161_p + pi_p,Fatty Acid and Lipid Metabolism
PGPP180,h2o_c + pgp180_c --> pg180_c + pi_c,Fatty Acid and Lipid Metabolism
PGPP180pp,h2o_p + pgp180_p --> pg180_p + pi_p,Fatty Acid and Lipid Metabolism
PGPP181,h2o_c + pgp181_c --> pg181_c + pi_c,Fatty Acid and Lipid Metabolism
PGPP181pp,h2o_p + pgp181_p --> pg181_p + pi_p,Fatty Acid and Lipid Metabolism
PGSA120,cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c,Fatty Acid and Lipid Metabolism
PGSA140,cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c,Fatty Acid and Lipid Metabolism
PGSA141,cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c,Fatty Acid and Lipid Metabolism
PGSA160,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c,Fatty Acid and Lipid Metabolism
PGSA161,cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c,Fatty Acid and Lipid Metabolism
PGSA180,cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c,Fatty Acid and Lipid Metabolism
PGSA181,cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c,Fatty Acid and Lipid Metabolism
PHADPC100,C100aPHA_c + h2o_c --> PHAg_c + R_3hdcaa_c + h_c,Cellular Processes and Storage
PHADPC101,C101PAH_c + h2o_c --> PHAg_c + R3hdec4e_c + h_c,Cellular Processes and Storage
PHADPC120,C120aPHA_c + h2o_c --> PHAg_c + R_3hdda_c + h_c,Cellular Processes and Storage
PHADPC121,C121aPHA_c + h2o_c --> PHAg_c + R_3hdd5ea_c + h_c,Cellular Processes and Storage
PHADPC121d6,C121d6PHA_c + h2o_c --> PHAg_c + R_3hdd6e_c + h_c,Cellular Processes and Storage
PHADPC140,C140aPHA_c + h2o_c --> PHAg_c + R_3httdca_c + h_c,Cellular Processes and Storage
PHADPC141,C141aPHA_c + h2o_c --> PHAg_c + R_3hcmrs7e_c + h_c,Cellular Processes and Storage
PHADPC141d5,C141d5PHA_c + h2o_c --> PHAg_c + R_3htd5e_c + h_c,Cellular Processes and Storage
PHADPC142,C142PHA_c + h2o_c --> PHAg_c + R_3htd58e_c + h_c,Cellular Processes and Storage
PHADPC40,C40aPHA_c + h2o_c --> PHAg_c + bhb_c + h_c,Cellular Processes and Storage
PHADPC50,C50aPHA_c + h2o_c --> PHAg_c + R_3hpt_c + h_c,Cellular Processes and Storage
PHADPC60,C60aPHA_c + h2o_c --> PHAg_c + R_3hhxa_c + h_c,Cellular Processes and Storage
PHADPC70,C70aPHA_c + h2o_c --> PHAg_c + R_3hhpa_c + h_c,Cellular Processes and Storage
PHADPC80,C80aPHA_c + h2o_c --> PHAg_c + R_3hocta_c + h_c,Cellular Processes and Storage
PHADPC90,C90aPHA_c + h2o_c --> PHAg_c + R_3hnonaa_c + h_c,Cellular Processes and Storage
PHADPCP100,C100pPHA_c + h2o_c --> PHAg_c + R_3hpdeca_c + h_c,Cellular Processes and Storage
PHADPCP40,C40pPHA_c + h2o_c --> PHAg_c + R_3hpba_c + h_c,Cellular Processes and Storage
PHADPCP50,C50pPHA_c + h2o_c --> PHAg_c + R_3hppta_c + h_c,Cellular Processes and Storage
PHADPCP60,C60pPHA_c + h2o_c --> PHAg_c + R_3hphxa_c + h_c,Cellular Processes and Storage
PHADPCP70,C70pPHA_c + h2o_c --> PHAg_c + R_3hphpa_c + h_c,Cellular Processes and Storage
PHADPCP80,C80pPHA_c + h2o_c --> PHAg_c + R_3hpocta_c + h_c,Cellular Processes and Storage
PHADPCP90,C90pPHA_c + h2o_c --> PHAg_c + R_3hpnona_c + h_c,Cellular Processes and Storage
PHADPCT40,C40atPHA_c + h2o_c --> PHAg_c + R_3h4atba_c + h_c,Cellular Processes and Storage
PHADPCT60,C60atPHA_c + h2o_c --> PHAg_c + R_3h6atha_c + h_c,Cellular Processes and Storage
PHAP2C100,PHAg_c + R_3hdcoa_c --> C100aPHA_c + coa_c,Cellular Processes and Storage
PHAP2C101,PHAg_c + R3hdec4coa_c --> C101PAH_c + coa_c,Cellular Processes and Storage
PHAP2C120,PHAg_c + R_3hddcoa_c --> C120aPHA_c + coa_c,Cellular Processes and Storage
PHAP2C121,PHAg_c + R_3hcddec5ecoa_c --> C121aPHA_c + coa_c,Cellular Processes and Storage
PHAP2C121d6,PHAg_c + R_3hdd6coa_c --> C121d6PHA_c + coa_c,Cellular Processes and Storage
PHAP2C140,PHAg_c + R_3hmrscoa_c --> C140aPHA_c + coa_c,Cellular Processes and Storage
PHAP2C141,PHAg_c + R_3hcmrs7ecoa_c --> C141aPHA_c + coa_c,Cellular Processes and Storage
PHAP2C141d5,PHAg_c + R_3htd5coa_c --> C141d5PHA_c + coa_c,Cellular Processes and Storage
PHAP2C142,PHAg_c + R_3htd58coa_c --> C142PHA_c + coa_c,Cellular Processes and Storage
PHAP2C60,PHAg_c + R_3hhcoa_c --> C60aPHA_c + coa_c,Cellular Processes and Storage
PHAP2C80,PHAg_c + R_3hocoa_c --> C80aPHA_c + coa_c,Cellular Processes and Storage
PHAPC40,3hbcoa__R_c + PHAg_c --> C40aPHA_c + coa_c,Cellular Processes and Storage
PHAPC50,PHAg_c + R_3hptcoa_c --> C50aPHA_c + coa_c,Cellular Processes and Storage
PHAPC70,PHAg_c + R_3hhpcoa_c --> C70aPHA_c + coa_c,Cellular Processes and Storage
PHAPC90,PHAg_c + R_3hnonacoa_c --> C90aPHA_c + coa_c,Cellular Processes and Storage
PHAPCP100,PHAg_c + R_3hpdecacoa_c --> C100pPHA_c + coa_c,Cellular Processes and Storage
PHAPCP40,PHAg_c + R_3hpbcoa_c --> C40pPHA_c + coa_c,Cellular Processes and Storage
PHAPCP50,PHAg_c + R_3hpptcoa_c --> C50pPHA_c + coa_c,Cellular Processes and Storage
PHAPCP60,PHAg_c + R_3hphxacoa_c --> C60pPHA_c + coa_c,Cellular Processes and Storage
PHAPCP70,PHAg_c + R_3hphpcoa_c --> C70pPHA_c + coa_c,Cellular Processes and Storage
PHAPCP80,PHAg_c + R_3hpoctacoa_c --> C80pPHA_c + coa_c,Cellular Processes and Storage
PHAPCP90,PHAg_c + R_3hpnonacoa_c --> C90pPHA_c + coa_c,Cellular Processes and Storage
PHAPCT40,PHAg_c + R_3h4atbcoa_c --> C40atPHA_c + coa_c,Cellular Processes and Storage
PHAPCT60,PHAg_c + R_3h6athcoa_c --> C60atPHA_c + coa_c,Cellular Processes and Storage
PHEDCAtexi,phedca_e --> phedca_p,Transport Systems
PHEHPAtexi,phehpa_e --> phehpa_p,Transport Systems
PHEHXAtexi,phehxa_e --> phehxa_p,Transport Systems
PHEME2abcpp,atp_c + h2o_c + pheme_p --> adp_c + h_c + pheme_c + pi_c,Transport Systems
PHEMEabcpp,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c,Metal and Inorganic Metabolism
PHEMEtiex,pheme_p --> pheme_e,Metal and Inorganic Metabolism
PHEMEtonex,h_p + pheme_e --> h_c + pheme_p,Transport Systems
PHENONAtexi,phenona_e --> phenona_p,Transport Systems
